# TYPO3 changelog index — GENERATED, do not edit by hand.
# grep-only: never read this file as a whole.
# source: local:14.3.x
# columns: number	type	version	title	tags	symbols	migration-gist	note	source	path
# note column: 'note' means notes/{number}.md exists and takes precedence.
107566	Breaking	14.0	Removed "afterInitializeCurrentPage" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['afterInitializeCurrentPage'] AfterCurrentPageIsResolvedEvent	The hook was removed without a deprecation phase to allow extensions to work with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107566-RemovedAfterInitializeCurrentPageHook.rst
107566	Feature	14.0	PSR-14 event after current page is resolved	Backend ext:form	AfterCurrentPageIsResolvedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['afterInitializeCurrentPage'] $currentPage $formRuntime $lastDisplayedPage $request	With the new AfterCurrentPageIsResolvedEvent, it is now possible to manipulate the current page after it has been resolved.	-	local:14.3.x	14.0/Feature-107566-IntroducePSR14AfterCurrentPageIsResolvedEvent.rst
107568	Breaking	14.0	Removed "afterSubmit" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['afterSubmit'] BeforeRenderableIsValidatedEvent afterSubmit	The hook was removed without a deprecation phase to allow extensions to work with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107568-RemovedAfterSubmitHook.rst
107568	Feature	14.0	PSR-14 event before renderable is validated	Backend ext:form	BeforeRenderableIsValidatedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['afterSubmit'] $value $formRuntime $renderable $request	With the new BeforeRenderableIsValidatedEvent, it is now possible to modify or validate the value of a renderable element before TYPO3 Core performs its built-in validation logic.	-	local:14.3.x	14.0/Feature-107568-IntroducePSR14BeforeRenderableIsValidatedEvent.rst
107569	Breaking	14.0	Removed "beforeRendering" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeRendering'] BeforeRenderableIsRenderedEvent beforeRendering	The hook was removed without a deprecation phase to allow extensions to work with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107569-RemovedBeforeRenderingHook.rst
107569	Feature	14.0	PSR-14 event before renderable is rendered	Backend ext:form	BeforeRenderableIsRenderedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeRendering'] $renderable $formRuntime	With the new BeforeRenderableIsRenderedEvent, it is now possible to modify a renderable before it is rendered or adjust the form runtime data before rendering.	-	local:14.3.x	14.0/Feature-107569-IntroducePSR14BeforeRenderableIsRenderedEvent.rst
107578	Breaking	14.0	Event AfterCacheableContentIsGeneratedEvent changed	PHP-API FullyScanned ext:frontend	AfterCacheableContentIsGeneratedEvent TypoScriptFrontendController getController() getContent() setContent() AfterCacheableContentIsGeneratedEvent->getController() TypoScriptFrontendController->content	In most cases, AfterCacheableContentIsGeneratedEvent->getController() was used within event listeners to get and modify the TypoScriptFrontendController->content property at the end of the rendering p…	-	local:14.3.x	14.0/Breaking-107578-EventAfterCacheableContentIsGeneratedEventChanged.rst
107578	Breaking	14.0	Prepare EXT:adminpanel DataProviderInterface change	PHP-API NotScanned ext:adminpanel	DataProviderInterface getDataToStore() Response ResponseInterface	**Interface until TYPO3 v13:**	-	local:14.3.x	14.0/Breaking-107578-PrepareExtadminpanelDataProviderInterfaceChange.rst
107581	Feature	14.0	Improve handling of FinisherException	Frontend UX ext:form	FinisherException	Users no longer see a 503 error page if a FinisherException occurs. Instead, they receive a clear, user-friendly message in the form frontend.	-	local:14.3.x	14.0/Feature-107581-ImproveHandlingOfFinisherException.rst
107628	Feature	14.0	Improved backend module naming and structure	Backend PHP-API ext:backend ext:core	'web' 'content' 'file' 'media' site edit save dump editSettings saveSettings dumpSettings	All renamed module identifiers maintain their previous names as aliases, ensuring full backward compatibility.	-	local:14.3.x	14.0/Feature-107628-ImprovedBackendModuleNamingAndStructure.rst
107648	Deprecation	14.0	InfoboxViewHelper STATE_* constants	Fluid FullyScanned ext:fluid	InfoboxViewHelper STATE_NOTICE STATE_INFO STATE_OK STATE_WARNING STATE_ERROR ContextualFeedbackSeverity STATE_* ->value	Replace the deprecated constants with the corresponding ContextualFeedbackSeverity enum. Whenever possible, use the enum directly instead of extracting its integer value.	-	local:14.3.x	14.0/Deprecation-107648-InfoboxViewHelperStateConstants.rst
107654	Breaking	14.0	Remove random subpage option of doktype=shortcut	PHP-API TCA Frontend FullyScanned ext:core	SHORTCUT_MODE_RANDOM_SUBPAGE resolveShortcutPage() resolveShortcutPage(array $page, bool $resolveRandomSubpages = false, bool $disableGroupAccessCheck = false) resolveShortcutPage(array $page, bool $disableGroupAccessCheck = false) $resolveRandomSubpages $disableGroupAccessCheck PageRepository getPageShortcut()	Remove any usage of SHORTCUT_MODE_RANDOM_SUBPAGE. Update calls to resolveShortcutPage() to remove the $resolveRandomSubpages parameter:	-	local:14.3.x	14.0/Breaking-107654-RemoveRandomSubpageOptionOfDoktypeShortcut.rst
107663	Feature	14.0	Introduce submodule dependencies	Backend PHP-API ext:backend	appearance['dependsOnSubmodules']	Module menus become more intuitive and user-focused. Container modules equipped with appearance['dependsOnSubmodules'] intelligently adapt to the current context, appearing only when they offer action…	-	local:14.3.x	14.0/Feature-107663-DependsOnSubmodulesOptionForModules.rst
107668	Feature	14.0	Improve scheduler task group handling and display	Backend ext:scheduler TCA	'color' #FF8700 $GLOBALS['TCA']['tx_scheduler_task_group']['columns']['color']['config']['valuePicker']['items']	These enhancements improve the usability of the scheduler module, particularly for installations with many task groups.	-	local:14.3.x	14.0/Feature-107668-ImproveSchedulerTaskGroupHandlingAndDisplay.rst
107677	Breaking	14.0	Drop `prepend` and `append` modes from TCA value picker	TCA FullyScanned ext:backend	$GLOBALS['TCA']['tx_example']['columns']['example']['config']['valuePicker']['mode'] mode = prepend mode = append	There is no direct replacement for the removed modes. If your implementation depends on prepending or appending content to existing values, implement a **custom input type** or **custom form element**…	-	local:14.3.x	14.0/Breaking-107677-DropPrependAndAppendModesFromValuePicker.rst
107679	Feature	14.0	PSR-14 event for custom record retrieval in LinkBuilder	Frontend	BeforeDatabaseRecordLinkResolvedEvent DatabaseRecordLinkBuilder $record null $linkDetails $databaseTable $typoscriptConfiguration $tsConfig $request	This new event allows developers to implement custom record retrieval logic for links created with typolink, for example to apply custom access restrictions or fetch data from alternative sources befo…	-	local:14.3.x	14.0/Feature-107679-IntroducePSR14RetrieveRecordForLinkBuilderEvent.rst
107683	Feature	14.0	File storage tree items modification event and label support	Backend PHP-API TSConfig ext:backend	AfterFileStorageTreeItemsPreparedEvent TreeController	It is now possible to modify the prepared file storage tree items before they are returned by the TreeController, using the new PSR-14 event AfterFileStorageTreeItemsPreparedEvent.	-	local:14.3.x	14.0/Feature-107683-FileStorageTreeItemsModificationEventAndLabelSupport.rst
107697	Feature	14.0	Unified file creation in Element Browser	Backend ext:filelist		The unified file creation interface provides a significantly improved user experience through better context preservation, advanced duplication handling, and a consistent modal-based workflow.	-	local:14.3.x	14.0/Feature-107697-UnifiedFileCreationInElementBrowser.rst
107710	Feature	14.0	Support for XLIFF 2.x translation files	Backend Frontend Localization ext:core		Extension authors and integrators can now use either XLIFF 1.2 or XLIFF 2.x format for their translation files.	-	local:14.3.x	14.0/Feature-107710-SupportForXLIFF20TranslationFiles.rst
107712	Breaking	14.0	New method hasSubmoduleOverview() in ModuleInterface	Backend PHP-API NotScanned ext:backend	ModuleInterface hasSubmoduleOverview() hasSubmoduleOverview(): bool Module BaseModule	Add the hasSubmoduleOverview() method to your custom implementation of ModuleInterface. The method should typically return the configured value rather than a fixed boolean:	-	local:14.3.x	14.0/Breaking-107712-NewMethodHasSubmoduleOverviewInModuleInterface.rst
107712	Feature	14.0	Introduce card-based submodule overview	Backend PHP-API ext:backend	showSubmoduleOverview true SubmoduleOverviewController BackendModuleValidator ModuleTemplate description shortDescription	Backend navigation becomes more intuitive and self-documenting.	-	local:14.3.x	14.0/Feature-107712-IntroduceCardBasedSubModuleOverview.rst
107725	Deprecation	14.0	Deprecate usage of array in password for authentication in Redis cache backend	LocalConfiguration NotScanned ext:core	array|string	Use the dedicated configuration options `username` and `password` instead of passing an array to `password`. **Before (deprecated):**	-	local:14.3.x	14.0/Deprecation-107725-RedisCacheBackendAuthenticationWithUsernameAndPassword.rst
107725	Feature	14.0	Support username for authentication in Redis cache backend	LocalConfiguration ext:core	RedisBackend password array|string	The RedisBackend now supports authentication using both a username and a password. The password configuration option is now typed as array|string.	-	local:14.3.x	14.0/Feature-107725-RedisCacheBackendAuthenticationWithUsernameAndPassword.rst
107755	Feature	14.0	Add creation information for redirects	Backend ext:redirects		All newly created redirects automatically include creation information, regardless of whether they are created: * Manually through the redirects backend module * Automatically when updating a page slu…	-	local:14.3.x	14.0/Feature-107755-AddCreationInformationForRedirects.rst
107759	Feature	14.0	TranslateViewHelper supports translation domain syntax	Fluid Localization ext:fluid		The ViewHelper now provides a more convenient and readable way to reference translations using the new translation domain syntax.	-	local:14.3.x	14.0/Feature-107759-TranslateViewHelperSupportsTranslationDomainSyntax.rst
107777	Breaking	14.0	Use strict types in Extbase class `Argument`	Backend Frontend NotScanned ext:extbase	Argument	Ensure all subclasses of Argument use strict type declarations for overridden properties, method parameters, and return types.	-	local:14.3.x	14.0/Breaking-107777-UseStrictTypesInExtbaseArgument.rst
107783	Breaking	14.0	Registration of metadata extractors via `registerExtractionService`	FAL PHP-API FullyScanned ext:core	registerExtractionService() ExtractorInterface	The method has been removed without deprecation in order to allow extensions to work with TYPO3 v13 (using the registration method) and v14+ (using automatic interface-based registration) without addi…	-	local:14.3.x	14.0/Breaking-107783-RemovedRegisterExtractionService.rst
107783	Feature	14.0	Register metadata extractors via interface	FAL PHP-API ext:core	ExtractorInterface ExtractorRegistry	Instances of ExtractorInterface are now detected and registered automatically.	-	local:14.3.x	14.0/Feature-107783-RegisterMetadataExtractorsViaInterface.rst
107784	Breaking	14.0	Remove backend layout data provider registration via `$GLOBALS`	Backend PHP-API FullyScanned ext:backend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['BackendLayoutDataProvider'] DataProviderInterface getIdentifier() DataProviderCollection add() $GLOBALS	Migrate existing registrations to the new autoconfiguration-based approach. **Before:**	-	local:14.3.x	14.0/Breaking-107784-RemoveBackendLayoutDataProviderRegistrationViaGLOBALS.rst
107784	Feature	14.0	Autoconfigure backend layout data providers	Backend PHP-API ext:backend	DataProviderInterface DataProviderCollection getIdentifier() my_provider__my_layout $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['BackendLayoutDataProvider']	Backend layout data providers are now automatically registered and can be used without further configuration. This improves developer experience and reduces configuration overhead.	-	local:14.3.x	14.0/Feature-107784-AutoconfigureBackendLayoutDataProviders.rst
107789	Breaking	14.0	Core TCA and user settings showitem strings use short form references	TCA NotScanned ext:core	$GLOBALS['TYPO3_USER_SETTINGS'] $GLOBALS['TCA'] str_contains() str_replace() preg_match()	Custom extensions that programmatically manipulate TCA or $GLOBALS['TYPO3_USER_SETTINGS'] `showitem` strings from core tables and expect the full `LLL:EXT:` path format will break.	-	local:14.3.x	14.0/Breaking-107789-CoreTCATabLabelsUseShortFormReferences.rst
107791	Breaking	14.0	Report interfaces removed	Backend PHP-API NotScanned ext:reports	ReportInterface RequestAwareReportInterface ResponseInterface	Custom reports must be migrated to backend submodules. **Register as a submodule under `system_reports`:**	-	local:14.3.x	14.0/Breaking-107791-ReportInterfacesRemoved.rst
107791	Feature	14.0	Reports module uses native submodule overview	Backend PHP-API ext:reports	showSubmoduleOverview	The Administration > Reports module now provides a cleaner and more intuitive interface using standard TYPO3 backend navigation patterns.	-	local:14.3.x	14.0/Feature-107791-ReportsModuleUsesSubmoduleOverview.rst
107794	Feature	14.0	Improved breadcrumb navigation in backend	Backend UX ext:backend	DocHeaderComponent addBreadcrumbSuffixNode() setMetaInformation()	Backend users benefit from improved navigation and orientation: * **Always know where you are:** The breadcrumb trail shows your current location in the page tree, file system, or record hierarchy.	-	local:14.3.x	14.0/Feature-107794-ImprovedBreadcrumbComponent.rst
107795	Feature	14.0	Introduce Integrations module	Backend ext:core	webhooks_management integrations_webhooks system_reactions integrations_reactions	The new Administration > Integrations module provides a centralized location for managing all types of external system integrations in TYPO3.	-	local:14.3.x	14.0/Feature-107795-IntroduceIntegrationsModule.rst
107812	Feature	14.0	Setting To Restrict Latest Changed Pages Widget To Current User Changes	Backend ext:dashboard		* TYPO3 users can use the *Latest changed Pages* widget to quickly resume their recent work. * Existing setups are unaffected unless this option is explicitly enabled.	-	local:14.3.x	14.0/Feature-107812-SettingToRestrictLatestChangedPagesWidgetToCurrentUserChanges.rst
107813	Deprecation	14.0	Deprecate MetaInformation API in DocHeader	Backend PHP-API FullyScanned ext:backend	MetaInformation DocHeaderComponent setMetaInformation() setMetaInformationForResource() E_USER_DEPRECATED @internal $view->getDocHeaderComponent()->setMetaInformation($pageRecord) $view->getDocHeaderComponent()->setMetaInformationForResource($resource) EditDocumentController BreadcrumbFactory setBreadcrumbContext()	Replace calls to the deprecated methods with the new convenience methods on DocHeaderComponent. **Before:**	-	local:14.3.x	14.0/Deprecation-107813-DeprecateMetaInformationAPI.rst
107823	Breaking	14.0	Strict typing and API cleanup in backend template components	Backend PHP-API NotScanned ext:backend	ComponentInterface ButtonInterface DropDownItemInterface isValid(): bool getType(): string render(): string TypeError PositionInterface getPosition(): string getGroup(): int addButton() $icon ?Icon Icon AbstractButton LinkButton InputButton SplitButton isValid() render() string static self getButton() getItems() SplitButtonItems public readonly AbstractButton $primary public readonly array $options MenuItem Menu +1-more-see-rst	Extension authors should: 1. **Verify custom button implementations** have correct return types on interface methods. 2. **Check custom classes extending abstract buttons** use proper strict types.	-	local:14.3.x	14.0/Breaking-107823-StrictTypingAndAPICleanupInBackendTemplateComponents.rst
107823	Deprecation	14.0	ButtonBar, Menu, and MenuRegistry make* methods deprecated	Backend PHP-API FullyScanned ext:backend	ButtonBar Menu MenuRegistry ComponentFactory makeGenericButton() makeInputButton() makeSplitButton() makeDropDownButton() makeLinkButton() makeFullyRenderedButton() makeShortcutButton() makeButton() makeMenuItem() makeMenu() make*() create*() createBackButton() createCloseButton() createSaveButton() createReloadButton() createViewButton() makeButton(string $className) makeInstance() createMenuItem() createMenu() addMenuItem() static	Inject ComponentFactory in your controller and use its create*() methods instead of make*(). **Before:**	-	local:14.3.x	14.0/Deprecation-107823-ButtonBarMakeMethods.rst
107823	Feature	14.0	ComponentFactory for backend components	Backend PHP-API ext:backend	ComponentFactory ButtonBar MenuRegistry Menu make*() makeMenuItem() makeMenu() DatabaseRecordList FileList ActionGroup ComponentGroup ModifyRecordListRecordActionsEvent ProcessFileListActionsEvent ButtonSize setDataAttributes() setClasses() setIcon() string UriInterface createBackButton(string|UriInterface $returnUrl) createCloseButton(string|UriInterface $closeUrl) createSaveButton(string $formName = '') createReloadButton(string|UriInterface $requestUri) createViewButton(array $previewDataAttributes = []) createLinkButton() createInputButton() createGenericButton() createSplitButton() createDropDownButton() createFullyRenderedButton() +18-more-see-rst	Backend module developers should now inject ComponentFactory in their controllers to create buttons. The factory provides: 1.	-	local:14.3.x	14.0/Feature-107823-ComponentFactoryForBackendComponents.rst
107831	Breaking	14.0	AfterCachedPageIsPersistedEvent no longer receives TypoScriptFrontendController	Frontend NotScanned ext:frontend	AfterCachedPageIsPersistedEvent TypoScriptFrontendController getController() $event->getRequest()	In most cases, data that was previously retrieved from the TypoScriptFrontendController` instance can now be accessed through the request object, available via $event->getRequest().	-	local:14.3.x	14.0/Breaking-107831-AfterCachedPageIsPersistedEventNoLongerReceivesTypoScriptFrontendController.rst
107831	Breaking	14.0	Removed `TypoScriptFrontendController`	Frontend NotScanned ext:frontend	TypoScriptFrontendController getTypoScriptFrontendController() AbstractContentObject->getTypoScriptFrontendController() additionalFooterData	See breaking-102621-1701937690 for a detailed list of removed properties and their replacements. As a specific example, old code that added additional header data like this:	-	local:14.3.x	14.0/Breaking-107831-RemovedTypoScriptFrontendController.rst
107856	Breaking	14.0	DataHandler: Remove internal property `copyWhichTables`and properties `neverHideAtCopy`and `copyTree`	PHP-API FullyScanned ext:core	BE_USER	The configuration values `neverHideAtCopy ` and `copyTree` are directly read from the backend user BE_USER object. To modify them, use the following values instead:	-	local:14.3.x	14.0/Breaking-107856-DataHandlerRemoveInternalPropertyCopyWhichTablesandPropertiesNeverHideAtCopyandCopyTree.rst
107871	Breaking	14.0	Remove backend avatar provider registration via :php:`$GLOBALS`	Backend PHP-API FullyScanned ext:backend	$GLOBALS $GLOBALS['TYPO3_CONF_VARS']['EXTCONF']['backend']['avatarProviders'] #[AsAvatarProvider]	Migrate existing registrations to the new autoconfiguration-based approach. **Before:**	-	local:14.3.x	14.0/Breaking-107871-RemoveBackendAvatarProviderRegistrationViaGLOBALS.rst
107871	Feature	14.0	Autoconfigure backend avatar providers	Backend PHP-API ext:backend	#[AsAvatarProvider] $GLOBALS['TYPO3_CONF_VARS']['EXTCONF']['backend']['avatarProviders']	Backend avatar providers are now automatically registered using the PHP attribute #[AsAvatarProvider]. This improves the developer experience and reduces configuration overhead.	-	local:14.3.x	14.0/Feature-107871-AutoconfigureBackendAvatarProviders.rst
107873	Feature	14.0	New Bookmarks Widget	Backend ext:dashboard		* Editors can add the Bookmarks widget to their dashboard for quick access to their saved bookmarks.	-	local:14.3.x	14.0/Feature-107873-NewBookmarksWidget.rst
107875	Feature	14.0	Improved DocHeader layout and unified language selector	Backend UX ext:backend	makeDocHeaderModuleMenu() setLanguageSelector() ComponentFactory PageLayoutController DropDownDivider DropDownHeader setShowActiveLabelText(true) setShowLabelText(true) setShowLabelText(false)	The changes provide a more consistent and intuitive user experience.	-	local:14.3.x	14.0/Feature-107875-ImprovedDocHeaderLayoutAndUnifiedLanguageSelector.rst
107884	Breaking	14.0	Rework actions to use Buttons API with Components	Backend PHP-API PartiallyScanned ext:backend ext:filelist	ModifyRecordListRecordActionsEvent ProcessFileListActionsEvent makeControl() ActionGroup ComponentGroup ComponentInterface $table setAction() getAction() $group hasAction() removeAction() getActionGroup() getRecord() getRequest() getActions() setActions() getTable() moveActionTo() getActionItems() setActionItems() RecordInterface $record->getMainType() primary secondary ComponentFactory getRecord()->getMainType()	Extensions that listen to the ModifyRecordListRecordActionsEvent or ProcessFileListActionsEvent to modify record or file actions need to be updated.	-	local:14.3.x	14.0/Breaking-107884-ReworkActionsToUseButtonsAPI.rst
107889	Feature	14.0	Introduce TCA option "itemsProcessors"	TCA ext:core	itemsProcessors itemsProcFunc $context->processorParameters ItemsProcessorInterface SelectItemCollection ItemsProcessorContext SpecialRelationsProcessor2 SpecialRelationsProcessor ['foo' => 'bar'] $context->fieldTSconfig [] 50	It is still possible to use itemsProcFunc, but switching to itemsProcessors is recommended because it offers two main advantages: * Being an array, it allows extensions to add processors on top of exi…	-	local:14.3.x	14.0/Feature-107889-IntroduceTCAOptionItemsProcessors.rst
107927	Breaking	14.0	Remove "external" property / option from TypoScript and AssetRenderer	Frontend NotScanned ext:frontend		TypoScript before:	-	local:14.3.x	14.0/Breaking-107927-ExternalAttributesRemoved.rst
107938	Deprecation	14.0	Deprecate unused XLIFF files	Backend Frontend TCA TypoScript NotScanned ext:core	E_USER_DEPRECATED	If the desired string is contained in another language domain, consider using that domain. Otherwise, move the required labels into your extension or site package.	-	local:14.3.x	14.0/Deprecation-107938-DeprecateUnusedXLIFFFiles.rst
107943	Breaking	14.0	Frontend and backend HTTP response compression removed	Backend Frontend LocalConfiguration NotScanned ext:core	$GLOBALS['TYPO3_CONF_VARS']['FE']['compressionLevel'] $GLOBALS['TYPO3_CONF_VARS']['BE']['compressionLevel']	The configuration toggles for the backend $GLOBALS['TYPO3_CONF_VARS']['BE']['compressionLevel'] and the frontend $GLOBALS['TYPO3_CONF_VARS']['FE']['compressionLevel'] are obsolete, existing settings i…	-	local:14.3.x	14.0/Breaking-107943-FrontendAndBackendHTTPResponseCompressionRemoved.rst
107944	Breaking	14.0	Frontend CSS file processing no longer removes comments and whitespaces	Frontend NotScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['FE']['compressionLevel']	If minimizing CSS file size is important, consider one of the following options: - Optimize or minify CSS files manually during deployment.	-	local:14.3.x	14.0/Breaking-107944-FrontendCSSFileProcessingNoLongerRemovesCommentsAndWhitespaces.rst
107945	Breaking	14.0	Class FlexFormService merged into FlexFormTools	FlexForm PHP-API FullyScanned ext:core	FlexFormService FlexFormTools FlexFormService->convertFlexFormContentToArray($flexFormContent, $languagePointer = 'lDEF', $valuePointer = 'vDEF'): array FlexFormTools->convertFlexFormContentToArray(string $flexFormContent): array FlexFormService->convertFlexFormContentToSheetsArray(string $flexFormContent, string $languagePointer = 'lDEF', string $valuePointer = 'vDEF'): array FlexFormTools->convertFlexFormContentToSheetsArray(string $flexFormContent): array FlexFormService->walkFlexFormNode() walkFlexFormNode() convertFlexFormContentToArray() convertFlexFormContentToSheetsArray() lDEF vDEF	Extensions typically did not use the now internal helper method walkFlexFormNode().	-	local:14.3.x	14.0/Breaking-107945-ClassFlexFormServiceMergedIntoFlexFormTools.rst
107953	Feature	14.0	Add "Current logged-in users" filter to the "Backend Users" module	Backend ext:beuser	lastlogin $GLOBALS['TYPO3_CONF_VARS']['BE']['sessionTimeout']	Administrators can now filter backend users by those who are currently logged in, providing an immediate overview of active sessions directly within the Administration > Users module.	-	local:14.3.x	14.0/Feature-107953-AddCurrentLoggedInUsersFilterToBackendUsersModule.rst
107963	Deprecation	14.0	sys_redirect default type name changed to "default"	TCA NotScanned ext:redirects	$GLOBALS['TCA']['sys_redirect']['types']['1']	Update your TCA override files to use the new type name `'default'` instead of `'1'`.	-	local:14.3.x	14.0/Deprecation-107963-SysRedirectDefaultTypeName.rst
108002	Feature	14.0	Introduce built-in symmetric encryption/decryption cipher service	ext:core	CipherService $GLOBALS['TYPO3_CONF_VARS']['SYS']['encryptionKey'] KeyFactory $this->keyFactory->createSharedKeyFromString(getenv('MY_APP_KEY')) $this->keyFactory->generateSharedKey() encrypt() decrypt()	The CipherService and KeyFactory are now available as autoconfigured services throughout TYPO3 core and extensions.	-	local:14.3.x	14.0/Feature-108002-IntroduceBuilt-inSymmetricEncryptiondecryptionCipherService.rst
108008	Deprecation	14.0	Manual shortcut button creation	Backend PHP-API PartiallyScanned ext:backend	ShortcutButton setShortcutContext()	Replace manual shortcut button creation with the new API. **Before**:	-	local:14.3.x	14.0/Deprecation-108008-ManualShortcutButtonCreation.rst
108008	Feature	14.0	Automatic reload and shortcut buttons in backend modules	Backend PHP-API ext:backend	setShortcutContext() ModifyButtonBarEvent	Reload and shortcut buttons now appear consistently at the same position across all backend modules, providing a predictable user experience.	-	local:14.3.x	14.0/Feature-108008-AutomaticReloadAndShortcutButtonsInBackendModules.rst
108016	Feature	14.0	Multi-language selection in page and list modules	Backend ext:backend		Users can now: * Select multiple specific languages to compare * Toggle individual languages on / off * Quickly select or deselect all available languages * See visual feedback with appropriate icons…	-	local:14.3.x	14.0/Feature-108016-MultiLanguageSelectionInPageAndListModules.rst
108027	Feature	14.0	Type-specific title in TCA types section	TCA Backend ext:core	title types ctrl['title'] previewRenderer TcaSchemaFactory array_replace_recursive() $schema->getTitle() TcaTypesCtrlOverrides processedTca['ctrl'] ctrl tx_my_table.type.article tx_my_table.type.news CType	Tables with multiple record types can now define more specific and descriptive titles for each type in the backend user interface.	-	local:14.3.x	14.0/Feature-108027-Type-SpecificCtrlPropertiesInTCATypes.rst
108049	Feature	14.0	Modernized translation workflow	Backend JavaScript ext:backend	@internal LocalizationHandlerRegistry LocalizationHandlerInterface LocalizationFinisherInterface	The new translation workflow provides a consistent and intuitive user experience across all backend modules.	-	local:14.3.x	14.0/Feature-108049-ModernizedTranslationWorkflow.rst
108054	Breaking	14.0	Enforce explicit opt-in for TypoScript/TSconfig callables	TSConfig TypoScript NotScanned ext:core	AsAllowedCallable] AsAllowedCallable AllowedCallableAssertion callUserFunction() AllowedCallableException #[AsAllowedCallable] __invoke()	Add the #[AsAllowedCallable] attribute to all methods that should be callable from TypoScript or TSconfig. **TypoScript userFunc example:**	-	local:14.3.x	14.0/Breaking-108054-EnforceExplicitOpt-inForTypoScriptTSconfigCallables.rst
108055	Breaking	14.0	Removed frontend asset concatenation and compression	Frontend LocalConfiguration TypoScript NotScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['FE']['compressionLevel'] ResourceCompressor config.concatenate* config.compress* getUrl() PageRenderer AssetCollector	Consider one or more of the alternatives outlined above.	-	local:14.3.x	14.0/Breaking-108055-RemovedFrontendAssetConcatenationAndCompression.rst
108055	Breaking	14.0	Removed PageRenderer related hooks and methods	PHP-API PartiallyScanned ext:core	PageRenderer disableConcatenateCss() enableConcatenateCss() getConcatenateCss() disableCompressCss() enableCompressCss() getCompressCss() disableConcatenateJavascript() enableConcatenateJavascript() getConcatenateJavascript() disableCompressJavascript() enableCompressJavascript() getCompressJavascript() $GLOBALS['TYPO3_CONF_VARS']['FE']['cssConcatenateHandler'] $GLOBALS['TYPO3_CONF_VARS']['FE']['cssCompressHandler'] $GLOBALS['TYPO3_CONF_VARS']['FE']['jsConcatenateHandler'] $GLOBALS['TYPO3_CONF_VARS']['FE']['jsCompressHandler'] $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['t3lib/class.t3lib_div.php']['minifyJavaScript'] addJsInlineCode() addCssInlineBlock() addJsFile() addJsFooterInlineCode() addJsFooterFile() addJsLibrary() addJsFooterLibrary() addCssFile() addCssLibrary() $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['t3lib/class.t3lib_pagerenderer.php']['render-preProcess'] $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['t3lib/class.t3lib_pagerenderer.php']['render-postTransform'] $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['t3lib/class.t3lib_pagerenderer.php']['render-postProcess'] +10-more-see-rst	There is no direct one-to-one migration in this case. In general, extensions must no longer expect the existence of code related to the TypoScript configuration options config.compressCss, config.comp…	-	local:14.3.x	14.0/Breaking-108055-RemovedPageRendererRelatedHooksAndMethods.rst
108084	Breaking	14.0	Allow rootless paths in URI implementation	PHP-API NotScanned ext:core	UriInterface Uri	Regarding top level TYPO3 API and functionality, nothing has changed. Required TYPO3 code has been adapted.	-	local:14.3.x	14.0/Breaking-108084-UrlRepresenttionRootlessPaths.rst
108093	Breaking	14.0	Add respectSubmittedDataValue argument in password ViewHelper	Fluid FullyScanned ext:fluid	respectSubmittedDataValue false f:form.password	If the submitted field value of the f:form.password ViewHelper must remain on validation errors of the form, users must adapt the password ViewHelper usage as shown below:	-	local:14.3.x	14.0/Breaking-108093-AddRespectSubmittedDataValueArgumentInPasswordViewHelper.rst
108097	Breaking	14.0	MailMessage->send() removed	PHP-API NotScanned ext:core	MailMessage send() isSent() MailerInterface	The service (usually a controller class) that sends emails should be reconfigured to get an instance of MailerInterface injected and should use that service to call send(). Example before:	-	local:14.3.x	14.0/Breaking-108097-MailMessage-sendRemoved.rst
