# TYPO3 changelog index — GENERATED, do not edit by hand.
# grep-only: never read this file as a whole.
# source: local:14.3.x
# columns: number	type	version	title	tags	symbols	migration-gist	note	source	path
# note column: 'note' means notes/{number}.md exists and takes precedence.
99409	Feature	14.0	New PSR-14 BeforeLiveSearchFormIsBuiltEvent	Backend PHP-API ext:backend	BeforeLiveSearchFormIsBuiltEvent addHint() addHints() setHints() getHints() getRequest() getSearchDemand() SearchDemand setSearchDemand() getAdditionalViewData() setAdditionalViewData()	With the new PSR-14 event BeforeLiveSearchFormIsBuiltEvent, it is now possible to modify the form data for the backend live search.	-	local:14.3.x	14.0/Feature-99409-NewPSR-14BeforeLiveSearchFormIsBuiltEvent.rst
99459	Feature	14.0	Respect record type while creating new records	Backend ext:backend	doktype title ModifyNewRecordCreationLinksEvent sys_file_collection index_config pages $event->groupedCreationLinks $event->pageTS $event->pageId $event->request	For tables that support sub-schemas (multiple record types), the new record wizard automatically detects all available types and displays them in a collapsible interface.	-	local:14.3.x	14.0/Feature-99459-RespectRecordTypeWhileCreatingNewRecords.rst
99911	Feature	14.0	New TCA type "country"	Backend TCA ext:core	country filter onlyCountries excludeCountries prioritizedCountries default labelField sortItems required Country getXXX() __toString() Country->getLocalizedNameLabel() LocalizationUtility BeforeCountriesEvaluatedEvent $repository->findBy(['country' => 'DE'])	It is now possible to use a dedicated TCA type for storing a relation to a country in a record. Using the new TCA type, corresponding database columns are added automatically.	-	local:14.3.x	14.0/Feature-99911-NewTCATypeCountry.rst
101059	Feature	14.0	Allow install tool sessions without shared file system	Backend LocalConfiguration ext:install	$GLOBALS['TYPO3_CONF_VARS'] SessionHandlerInterface	The default file-based session handling for the Install Tool remains unchanged. If no alternative session handler for the Install Tool is configured, the default behavior is used.	-	local:14.3.x	14.0/Feature-101059-AddRedisSessionHandlerInstallTool.rst
101292	Breaking	14.0	Strong-typed PropertyMappingConfigurationInterface	PHP-API NotScanned ext:extbase	PropertyMappingConfigurationInterface PropertyMappingConfiguration	Add the required native PHP types to all custom implementations of the PropertyMappingConfigurationInterface to fulfill the updated interface definition.	-	local:14.3.x	14.0/Breaking-101292-Strong-typedPropertyMappingConfigurationInterface.rst
101392	Breaking	14.0	getIdentifier() and setIdentifier() from AbstractFile removed	PHP-API NotScanned ext:core	FileInterface AbstractFile getIdentifier() setIdentifier()	Implement the two methods getIdentifier() and setIdentifier() in any custom file class extending AbstractFile.	-	local:14.3.x	14.0/Breaking-101392-GetIdentifierAndSetIdentifierFromAbstractFileRemoved.rst
103141	Breaking	14.0	Use doctrine GUID type for TCA type=uuid	Database FullyScanned ext:core		Use the database analyzer to migrate the database fields. Invalid values are not migrated and need to be manually cleaned up in affected instances.	-	local:14.3.x	14.0/Breaking-103141-UseDoctrineGUIDTypeForTCATypeuuid.rst
103258	Feature	14.0	Language filter for list module	Backend ext:backend		Backend users can now efficiently filter list module records by language, improving the workflow when managing multilingual content.	-	local:14.3.x	14.0/Feature-103258-LanguageFilterForListModule.rst
103740	Feature	14.0	Language selection for backend module "Status - Pagetree Overview"	Backend ext:info		The Content > Status backend module is now more useful for sites with multiple languages, offering a quick overview of information for the selected page and its subpages in the chosen language.	-	local:14.3.x	14.0/Feature-103740-LanguageSelectionInInfoModule.rst
103910	Breaking	14.0	Change logout handling in EXT:felogin	Frontend NotScanned ext:felogin	LogoutConfirmedEvent actionUri noredirect	The {actionUri} variable is no longer available and must be removed from custom templates. **Before:**	-	local:14.3.x	14.0/Breaking-103910-ChangeLogoutHandlingInExtfelogin.rst
103913	Breaking	14.0	Do not perform redirect in EXT:felogin logoutAction	Frontend NotScanned ext:felogin	logoutAction logoutAction() showLogoutFormAfterLogin loginAction() overviewAction()	No migration is required. The previous redirect logic in logoutAction() has been removed because it was incorrect: it ignored the showLogoutFormAfterLogin setting and could trigger an unintended redir…	-	local:14.3.x	14.0/Breaking-103913-DoNotPerformRedirectInExtfeloginLogoutAction.rst
104047	Feature	14.0	Option to report redirects in link validator	Backend TSConfig ext:linkvalidator		Integrators can now configure whether HTTP redirects of external links should be reported as problems in the Link Validator via page TSconfig.	-	local:14.3.x	14.0/Feature-104047-AllowRedirectsLinkValidator.rst
104054	Feature	14.0	Add cache flush tags command	CLI ext:core		It is now possible to flush cache entries for specific tag and group combinations directly from the command line.	-	local:14.3.x	14.0/Feature-104054-AddTagOptionToCacheFlushCommand.rst
104058	Feature	14.0	Introduce install:password:set command	Backend CLI LocalConfiguration ext:install		It is now possible to set the hashed Install Tool password using the TYPO3 command line interface.	-	local:14.3.x	14.0/Feature-104058-IntroduceInstallpasswordsetCommand.rst
104422	Breaking	14.0	Move GET parameters in sitemap into namespace	Frontend ext:seo NotScanned		If the arguments are mapped in the routing configuration, the code needs to be slightly adapted. A working example:	-	local:14.3.x	14.0/Breaking-104422-SeoParameterNamespace.rst
105377	Breaking	14.0	Deprecated functionality removed	Backend CLI Database FlexForm Fluid Frontend JavaScript LocalConfiguration PHP-API RTE TCA TSConfig TypoScript PartiallyScanned	InformationStatus SlugEnricher DuplicationBehavior Enumeration IconState GenericViewResolver HashService AbstractTemplateView StandaloneView TemplateView final ExtensionModel PageRepositoryInitHookInterface PageRepositoryGetPageHookInterface ViewResolverInterface ContentObjectGetDataHookInterface ContentObjectGetImageResourceHookInterface ContentObjectOneSourceCollectionHookInterface ContentObjectPostInitHookInterface ContentObjectStdWrapHookInterface LoginProviderInterface->modifyView() LoginProviderInterface->render() PageTitleProviderInterface->setRequest() Controller FrontendBackendUserAuthentication EnumType FluidViewAdapter FluidViewFactory AbstractDownloadExtensionUpdate LoginController->getCurrentRequest() +112-more-see-rst	Using above removed functionality will most likely raise PHP fatal level errors, may change website output or crashes browser JavaScript.	-	local:14.3.x	14.0/Breaking-105377-DeprecatedFunctionalityRemoved.rst
105549	Breaking	14.0	Improved ISO8601 Date Handling in TYPO3 DataHandler	Database PHP-API NotScanned ext:core	DataHandler DateTimeInterface	Qualified ISO8601 dates with intended timezone offsets and DateTimeInterface objects can now be passed directly to the DataHandler without requiring manual timezone adjustments.	-	local:14.3.x	14.0/Breaking-105549-ImprovedISO8601DateHandlingInTYPO3DataHandler.rst
105549	Feature	14.0	Support qualified and unqualified ISO8601 dates in DataHandler	Database PHP-API ext:core	DataHandler TH:i:s' TH:i:sP' DateTimeInterface DateTime('yesterday') DateTimeImmutable() 'Y-m-d H:i:s' 'U'	TYPO3 now provides accurate and consistent handling of ISO 8601 dates, eliminating previous issues related to timezone interpretation and `LOCALTIME` representation.	-	local:14.3.x	14.0/Feature-105549-SupportQualifiedAndUnqualifiedISO8601DatesInDataHandler.rst
105624	Feature	14.0	PSR-14 event after a backend user password has been reset	Backend PHP-API ext:backend	PasswordHasBeenResetEvent	It is now possible to add custom business logic after a backend user has reset their password using the new PSR-14 event PasswordHasBeenResetEvent.	-	local:14.3.x	14.0/Feature-105624-PSR-14EventAfterBackendUserPasswordReset.rst
105686	Breaking	14.0	Avoid obsolete $charset in sanitizeFileName()	FAL PHP-API NotScanned ext:core	DriverInterface ResourceStorage LocalDriver sanitizeFileName()	Implementing classes should drop support for the second argument.	-	local:14.3.x	14.0/Breaking-105686-AvoidObsoleteCharsetInSanitizeFileName.rst
105695	Breaking	14.0	Simplified CharsetConverter	PHP-API FullyScanned ext:core	CharsetConverter CharsetConverter->conv() CharsetConverter->utf8_encode() CharsetConverter->utf8_decode() CharsetConverter->specCharsToASCII() CharsetConverter->utf8_char_mapping() CharsetConverter->sb_char_mapping() CharsetConverter->euc_char_mapping()	Avoid calling any of the removed methods. Extensions that still require this functionality should copy the necessary logic into their own codebase or use a third-party library.	-	local:14.3.x	14.0/Breaking-105695-SimplifiedCharsetConverter.rst
105728	Breaking	14.0	Extbase backend modules not in page context rely on global TypoScript only	Backend PHP-API TypoScript NotScanned ext:extbase	CONFIGURATION_TYPE_SETTINGS, 'myextension'); id addTypoScriptSetup() $GLOBALS['TYPO3_CONF_VARS']['FE']['defaultTypoScript_setup'] addTypoScriptConstants()	Configuration of Extbase-based backend modules without a page tree must be supplied programmatically and made "global" by extending $GLOBALS['TYPO3_CONF_VARS']['FE']['defaultTypoScript_setup'] using a…	-	local:14.3.x	14.0/Breaking-105728-ExtbaseBackendModulesDoNotGuessPageIdForTypoScriptAnymore.rst
105733	Breaking	14.0	FileNameValidator no longer accepts custom regex in __construct()	PHP-API NotScanned ext:core	FileNameValidator __construct() $GLOBALS['TYPO3_CONF_VARS']['BE']['fileDenyPattern'] class, 'some-custom-pattern');	Extensions that need to be tested with custom patterns that cannot be declared globally using $GLOBALS['TYPO3_CONF_VARS']['BE']['fileDenyPattern'] should implement their own service for this purpose o…	-	local:14.3.x	14.0/Breaking-105733-FileNameValidatorNoLongerAcceptsCustomRegexIn__construct.rst
105783	Feature	14.0	Notify backend users on failed MFA verification attempts	Backend ext:backend		TYPO3 backend users now benefit from improved security awareness through immediate email notifications about failed MFA verification attempts.	-	local:14.3.x	14.0/Feature-105783-NotifyBackendUserOnFailedMFAVerificationAttempt.rst
105809	Breaking	14.0	AfterMailerInitializationEvent removed	PHP-API FullyScanned ext:core	AfterMailerInitializationEvent @internal injectMailSettings() $GLOBALS['TYPO3_CONF_VARS']['MAIL'] BeforeMailerSentMessageEvent	Check if this event can be substituted by reconfiguring $GLOBALS['TYPO3_CONF_VARS']['MAIL'], or by listening for the event BeforeMailerSentMessageEvent instead.	-	local:14.3.x	14.0/Breaking-105809-AfterMailerInitializationEventRemoved.rst
105833	Feature	14.0	Extended page tree filter functionality	Backend PHP-API ext:backend	BeforePageTreeIsFilteredEvent doktype QueryBuilder ExpressionBuilder $queryBuilder->expr() #[AsEventListener]	With the new PSR-14 event BeforePageTreeIsFilteredEvent, custom functionality and advanced evaluations can now be added to enhance the page tree filter.	-	local:14.3.x	14.0/Feature-105833-ExtendedPageTreeFilterFunctionality.rst
105855	Breaking	14.0	Remove file backwards compatibility for alt and link field	FAL TCA NotScanned ext:core		These fields can be restored using TCA overrides if necessary. First, register a new palette for the `sys_file_reference` table containing the desired set of fields.	-	local:14.3.x	14.0/Breaking-105855-RemoveFileBwCompatForAltAndLinkField.rst
105863	Breaking	14.0	Remove `exposeNonexistentUserInForgotPasswordDialog` setting in EXT:felogin	Frontend NotScanned ext:felogin	exposeNonexistentUserInForgotPasswordDialog SendRecoveryEmailEvent	The setting has been removed without replacement. It is possible to use the PSR-14 event SendRecoveryEmailEvent to implement similar functionality if absolutely necessary.	-	local:14.3.x	14.0/Breaking-105863-RemoveExposeNonexistentUserInForgotPasswordDialogSettingInExtfelogin.rst
105920	Breaking	14.0	Folder->getSubFolder() throws FolderDoesNotExistException	FAL PHP-API NotScanned ext:core	getSubFolder('mySubFolderName') Folder FolderDoesNotExistException InvalidArgumentException Folder->getSubFolder()	The change is breaking for code that takes an "optimistic" approach like: "get the subfolder object, and if this throws, create one". Example:	-	local:14.3.x	14.0/Breaking-105920-Folder-getSubFolderThrowsFolderDoesNotExistException.rst
106041	Breaking	14.0	TypoScript Extbase toggle config.tx_extbase.persistence.updateReferenceIndex removed	TypoScript NotScanned ext:extbase		The TypoScript toggle config.tx_extbase.persistence.updateReferenceIndex should be removed from any extension codebase, as it is now ignored by Extbase.	-	local:14.3.x	14.0/Breaking-106041-TypoScriptExtbaseToggleConfigtx_extbasepersistenceupdateReferenceIndexRemoved.rst
106056	Breaking	14.0	Add setRequest and getRequest to Extbase ValidatorInterface	Backend NotScanned ext:extbase	ValidatorInterface setRequest() getRequest() AbstractValidator	The methods setRequest() and getRequest() must be implemented in affected validators.	-	local:14.3.x	14.0/Breaking-106056-AddSetRequestAndGetRequestToExtbaseValidatorInterface.rst
106072	Feature	14.0	Introduce regex-based replacements for slugs	TCA ext:core	['generatorOptions']['fields']	Slug fields now support a new `regexReplacements` configuration array inside `generatorOptions`.	-	local:14.3.x	14.0/Feature-106072-IntroduceRegexBasedReplacementsForSlugs.rst
106074	Feature	14.0	Show editor information in workspace "Publish" module	Backend ext:workspaces		Workspace information now reveals the last editor of a record within the workspace context.	-	local:14.3.x	14.0/Feature-106074-ShowEditorInformationInWorkspaceOverview.rst
106092	Feature	14.0	Associative array keys for TCA valuePicker items	TCA ext:backend	items valuePicker label value select radio check icon group description	The TCA items configuration can now be defined in a more consistent and readable way using associative array keys. This eliminates ambiguity about whether the label or value comes first.	-	local:14.3.x	14.0/Feature-106092-AssociativeArrayKeysForTCAValuePickerItems.rst
106118	Breaking	14.0	Property DataHandler->storeLogMessages removed	PHP-API FullyScanned ext:core	DataHandler->storeLogMessages DataHandler DataHandler->log() $details	The property has been removed. Any code setting or reading it from DataHandler instances should be removed. The DataHandler->log() method now always writes the given $details to the sys_log table.	-	local:14.3.x	14.0/Breaking-106118-PropertyDataHandler-storeLogMessagesRemoved.rst
106232	Feature	14.0	Provide record title tag provider	Frontend ext:core	RecordTitleProvider SeoTitlePageTitleProvider	A dedicated provider is now available for extensions to set page titles without needing to implement their own custom provider.	-	local:14.3.x	14.0/Feature-106232-ProvideRecordTitleProvider.rst
106307	Breaking	14.0	Use stronger cryptographic algorithm for HMAC	Backend Database Frontend NotScanned ext:core	$GLOBALS['TYPO3_CONF_VARS']['FE']['cacheHash']['fallbackToLegacyHash'] = true; hmac() SHA3_256	**Database schema updates:** Execute the database analyzer in the Install Tool or run vendor/bin/typo3 upgrade:run.	-	local:14.3.x	14.0/Breaking-106307-UseStrongerCryptographicAlgorithmForHMAC.rst
106363	Feature	14.0	PSR-14 event for modifying URLs in redirects:checkintegrity	PHP-API ext:redirects	AfterPageUrlsForSiteForRedirectIntegrityHaveBeenCollectedEvent #[AsEventListener]	A new PSR-14 event AfterPageUrlsForSiteForRedirectIntegrityHaveBeenCollectedEvent has been introduced.	-	local:14.3.x	14.0/Feature-106363-ModifyPagesForIntegrityCheck.rst
106393	Deprecation	14.0	Various methods in BackendUtility	TCA FullyScanned ext:core	BackendUtility $GLOBALS['TCA'] getCommonSelectFields() getItemLabel() isTableLocalizable() isTableWorkspaceEnabled() isRootLevelRestrictionIgnored() isWebMountRestrictionIgnored() resolveFileReferences() TcaSchemaFactory	The migration strategy is the same for all cases: use the corresponding Schema API methods directly in your code. In most cases, you'll need to inject TcaSchemaFactory via dependency injection.	-	local:14.3.x	14.0/Deprecation-106393-VariousMethodsInBackendUtility.rst
106405	Breaking	14.0	TypolinkBuilder signature changes	PHP-API NotScanned ext:frontend	AbstractTypolinkBuilder ContentObjectRenderer TypoScriptFrontendController TypolinkBuilderInterface build(array &$linkDetails, string $linkText, string $target, array $conf) buildLink(array $linkDetails, array $configuration, ServerRequestInterface $request, string $linkText = '') build() buildLink() LinkFactory	For custom TypolinkBuilder implementations: 1. Implement TypolinkBuilderInterface 2. Use dependency injection in the constructor for required services 3.	-	local:14.3.x	14.0/Breaking-106405-TypolinkBuilderSignatureChanges.rst
106405	Deprecation	14.0	AbstractTypolinkBuilder->build	PHP-API NotScanned ext:frontend	build() AbstractTypolinkBuilder TypolinkBuilderInterface ContentObjectRenderer ServerRequestInterface $contentObjectRenderer LinkFactory buildLink()	For end users, link generation continues to work as before using either: * ContentObjectRenderer, method `typolink()` * LinkFactory These public APIs are not affected and do not trigger deprecations.	-	local:14.3.x	14.0/Deprecation-106405-AbstractTypolinkBuilder-build.rst
106405	Feature	14.0	TypolinkBuilderInterface	PHP-API ext:frontend	TypolinkBuilderInterface buildLink() build() AbstractTypolinkBuilder ServerRequestInterface $GLOBALS['TYPO3_CONF_VARS']	* All implementations of TypolinkBuilderInterface are automatically configured as public services in the dependency injection container, removing the need for manual service configuration.	-	local:14.3.x	14.0/Feature-106405-TypolinkBuilderInterface.rst
106412	Breaking	14.0	TCA interface settings for list view removed	TCA NotScanned ext:backend	['interface'] $GLOBALS['TCA'][$table]['interface']['maxSingleDBListItems'] $GLOBALS['TCA'][$table]['interface']['maxDBListItems'] $GLOBALS['TCA'][$table]['interface']	Visual display settings can still be overridden on a per-user or per-page basis via TSconfig.	-	local:14.3.x	14.0/Breaking-106412-TCAInterfaceSettingsForListViewRemoved.rst
106415	Feature	14.0	Add stdWrap to config.htmlTag.attributes.[attr]	TypoScript ext:frontend		It is now possible to use userFunc, override, or getData within TypoScript:	-	local:14.3.x	14.0/Feature-106415-AddStdWrapToConfightmlTagattributesattr.rst
106427	Breaking	14.0	File Abstraction Layer related changes	FAL PHP-API NotScanned ext:core	AbstractFile File AbstractFile->rename() AbstractFile->copyTo() AbstractFile->moveTo() FileInterface rename() FolderInterface Folder getSubFolder() getReadablePath() getFiles() searchFiles()	Ensure that all FAL-related code passes and expects the correct PHP types when using or extending the API.	-	local:14.3.x	14.0/Breaking-106427-FileAbstractionLayerRelatedChanges.rst
106477	Feature	14.0	Allow YAML imports and placeholder processing when creating new forms	Backend ext:form	FormManagerController YamlFileLoader	Form templates can now contain environment variable placeholders using the %env(ENV_NAME)% syntax and import other YAML files.	-	local:14.3.x	14.0/Feature-106477-AllowYamlImportsAndPlaceholderProcessingWhenCreatingNewForms.rst
106503	Breaking	14.0	Removal of fields from sys_file_metadata	TCA NotScanned ext:filemetadata		No automatic migration is available. If the fields are still required for custom logic, reintroduce their database columns and TCA configuration within a custom extension.	-	local:14.3.x	14.0/Breaking-106503-RemovalOfFieldFromSys_file_metadata.rst
106510	Feature	14.0	Add PSR-14 events to Extbase Backend::getObjectCountByQuery method	PHP-API ext:extbase	Backend getObjectDataByQuery() QueryResult getObjectCountByQuery() ModifyQueryBeforeFetchingObjectCountEvent ModifyResultAfterFetchingObjectCountEvent ModifyQueryBeforeFetchingObjectDataEvent ModifyResultAfterFetchingObjectDataEvent	The class Backend is the central entity for retrieving data from the database within the Extbase persistence framework.	-	local:14.3.x	14.0/Feature-106510-AddedPSR-14EventsToExtbaseBackendgetObjectCountByQueryMethod.rst
106527	Deprecation	14.0	`markFieldAsChanged()` moved to FormEngine main module	Backend JavaScript NotScanned ext:backend		If not already done, import the main FormEngine module and call markFieldAsChanged() from there. Example:	-	local:14.3.x	14.0/Deprecation-106527-MarkFieldAsChangedMovedToFormEngineMainModule.rst
106596	Breaking	14.0	Remove legacy form templates	Frontend YAML NotScanned ext:form		If you still rely on the legacy templates, you must migrate your templates and partials to the structure of the newer templates.	-	local:14.3.x	14.0/Breaking-106596-RemoveLegacyFormTemplates.rst
106618	Deprecation	14.0	GeneralUtility::resolveBackPath	Backend Frontend JavaScript TypoScript FullyScanned ext:core	resolveBackPath	References to resources should now use the `EXT:` prefix or be written relative to the public web path of the TYPO3 installation.	-	local:14.3.x	14.0/Deprecation-106618-GeneralUtilityresolveBackPath.rst
106637	Feature	14.0	Implement accessible combobox pattern	Backend ext:backend	EmailElement InputTextElement NumberElement	The new combobox component offers full keyboard navigation using the arrow keys, Enter, Tab, and Escape.	-	local:14.3.x	14.0/Feature-106637-ImplementAccessibleComboboxPattern.rst
106686	Feature	14.0	Enhance file browsers with column selector	Backend ext:filelist		The file selector and link browser interfaces now include a column selector.	-	local:14.3.x	14.0/Feature-106686-EnhanceFileBrowsersWithColumnsSelector.rst
106739	Feature	14.0	Scheduler tasks as native TCA table	TCA ext:scheduler		With this change, TCA is now defined for the tx_scheduler_task table in TYPO3.	-	local:14.3.x	14.0/Feature-106739-SchedulerTasksAsNativeTCATable.rst
106752	Feature	14.0	Add password hashing option to SaveToDatabase finisher	ext:form	SaveToDatabaseFinisher	Integrators can now ensure secure password storage when saving form data with the SaveToDatabaseFinisher, without implementing custom logic.	-	local:14.3.x	14.0/Feature-106752-AddPasswordHashingOptionToSaveToDatabaseFinisher.rst
106821	Deprecation	14.0	Workspace aware inline child tables are enforced	TCA NotScanned ext:core	foreign_table	An automatic TCA migration scans TCA configurations for this scenario and adds `versioningWS = true` to affected child tables.	-	local:14.3.x	14.0/Deprecation-106821-WorkspaceAwareInlineChildTablesAreEnforced.rst
106839	Feature	14.0	Introduce shell auto-completion for the `typo3` command	CLI ext:core		The typo3 CLI dispatcher now supports shell auto-completion, improving the user experience without affecting existing command usage.	-	local:14.3.x	14.0/Feature-106839-IntroduceShellAuto-completionForTheTypo3Script.rst
106863	Breaking	14.0	TCA control option is_static removed	TCA FullyScanned ext:core	$GLOBALS['TCA'][$table]['ctrl']['is_static']	Remove the `is_static` option from the `ctrl` section of your TCA configuration.	-	local:14.3.x	14.0/Breaking-106863-TCAControlOptionIs_staticRemoved.rst
106869	Breaking	14.0	Remove static function parameter in AuthenticationService	Backend NotScanned ext:core	processLoginData() $passwordTransmissionStrategy AuthenticationService processLoginDataBE() processLoginDataFE() bool|int	Extensions extending AuthenticationService must remove the $passwordTransmissionStrategy parameter from their method signature and add the strict return type bool|int.	-	local:14.3.x	14.0/Breaking-106869-RemoveStaticFunctionParameterInAuthenticationService.rst
106934	Feature	14.0	Add recently used records to record wizards	Backend ext:backend		All record wizards now feature a *"Recently used"* section. This feature is enabled by default and requires no additional configuration.	-	local:14.3.x	14.0/Feature-106934-AddRecentlyUsedRecordsToRecordWizards.rst
