# TYPO3 changelog index — GENERATED, do not edit by hand.
# grep-only: never read this file as a whole.
# source: local:14.3.x
# columns: number	type	version	title	tags	symbols	migration-gist	note	source	path
# note column: 'note' means notes/{number}.md exists and takes precedence.
101700	Feature	13.0	Use Symfony attribute to autoconfigure message handlers	Backend CLI PHP-API ext:core	AsMessageHandler	The registration of services as message handlers has been simplified by respecting the AsMessageHandler attribute.	-	local:14.3.x	13.0/Feature-101700-UseSymfonyAttributeToAutoconfigureMessageHandler.rst
101793	Deprecation	13.0	DataHandler checkStoredRecords properties	Database LocalConfiguration PHP-API FullyScanned ext:core	DataHandler TYPO3_CONF_VARS $GLOBALS['TYPO3_CONF_VARS']['BE']['checkStoredRecords'] $GLOBALS['TYPO3_CONF_VARS']['BE']['checkStoredRecordsLoose'] DataHandler->checkStoredRecords DataHandler->checkStoredRecords_loose settings.php	Extensions aiming for compatibility with TYPO3 v12 and v13 can continue to set the properties DataHandler->checkStoredRecords and DataHandler->checkStoredRecords_loose, they are kept in v13, but funct…	-	local:14.3.x	13.0/Deprecation-101793-DataHandlerCheckStoredRecordsProperties.rst
101799	Deprecation	13.0	ExtensionManagementUtility::addPageTSConfig()	LocalConfiguration PHP-API TSConfig FullyScanned ext:core	addPageTSConfig() $GLOBALS['TYPO3_CONF_VARS']['BE']['defaultPageTSconfig']	Add default page TSconfig to a Configuration/page.tsconfig file within an extension and remove calls to addPageTSConfig().	-	local:14.3.x	13.0/Deprecation-101799-ExtensionManagementUtilityaddPageTSConfig.rst
101807	Deprecation	13.0	ExtensionManagementUtility::addUserTSConfig()	LocalConfiguration PHP-API TSConfig FullyScanned ext:core	addUserTSConfig() $GLOBALS['TYPO3_CONF_VARS']['BE']['defaultUserTSconfig']	Add default user TSconfig to a Configuration/user.tsconfig file within an extension and remove calls to addUserTSConfig().	-	local:14.3.x	13.0/Deprecation-101807-ExtensionManagementUtilityaddUserTSConfig.rst
101807	Feature	13.0	Automatic inclusion of user TSconfig of extensions	TSConfig ext:core	addUserTSConfig() $TYPO3_CONF_VARS[SYS][defaultUserTSconfig]	When a file is created, the user TSconfig is loaded automatically without a custom registration, cached within the Core caches, and more performant than the existing registration format.	-	local:14.3.x	13.0/Feature-101807-AutomaticInclusionOfUserTSconfigOfExtensions.rst
101818	Feature	13.0	BeforeLoadedPageTsConfigEvent	Backend PHP-API TSConfig ext:core	BeforeLoadedPageTsConfigEvent	Developers are able to define an event listener which is dispatched before any other page TSconfig is loaded.	-	local:14.3.x	13.0/Feature-101818-BeforeLoadedPageTsConfigEvent.rst
101820	Breaking	13.0	Remove bootstrap jQuery interface and window.jQuery	Backend JavaScript NotScanned ext:core		Use bootstrap's ES6 exports import { Carousel } from 'bootstrap'; instead.	-	local:14.3.x	13.0/Breaking-101820-RemoveBootstrapJQueryInterfaceAndWindowJQuery.rst
101822	Breaking	13.0	Change callback interruption in `@typo3/backend/document-save-actions`	Backend JavaScript NotScanned ext:backend		Callbacks now need to return a boolean value, where returning false will abort the callback execution chain.	-	local:14.3.x	13.0/Breaking-101822-ChangeCallbackInterruptionInTypo3backenddocument-save-actions.rst
101838	Feature	13.0	BeforeLoadedUserTsConfigEvent	Backend PHP-API TSConfig ext:core	BeforeLoadedUserTsConfigEvent	Developers are able to define an event listener which is dispatched before any other user TSconfig is loaded.	-	local:14.3.x	13.0/Feature-101838-BeforeLoadedUserTsConfigEvent.rst
101843	Feature	13.0	Allow configuration of color palettes in FormEngine	Backend TSConfig ext:backend		In case commonly used colors or, for example, colors defined in a corporate design should be made accessible in an easy way, integrators may configure multiple color palettes to be used in FormEngine…	-	local:14.3.x	13.0/Feature-101843-AllowConfigurationOfColorPalettesInFormEngine.rst
101912	Deprecation	13.0	Passing jQuery objects to FormEngine validation	Backend JavaScript NotScanned ext:backend		Do not pass jQuery-based objects into the deprecated methods. Consider migrating away from jQuery at all, or use $field.get(0) as interim solution.	-	local:14.3.x	13.0/Deprecation-101912-DeprecatedPassingJQueryObjectsToFormEngineValidation.rst
101933	Breaking	13.0	Dispatch AfterUserLoggedInEvent for frontend user login	Backend NotScanned ext:backend	AfterUserLoggedInEvent $user	If custom functionality in a listener to the AfterUserLoggedInEvent event should be executed for the backend user login only, a type check for the $user property must be added.	-	local:14.3.x	13.0/Breaking-101933-DispatchAfterUserLoggedInEventForFrontendUserLogin.rst
101933	Feature	13.0	Dispatch AfterUserLoggedInEvent for frontend user login	Frontend PHP-API ext:frontend	AfterUserLoggedInEvent	It is now possible to modify and adapt user functionality based on successful frontend user login.	-	local:14.3.x	13.0/Feature-101933-DispatchAfterUserLoggedInEventForFrontendUserLogin.rst
101941	Breaking	13.0	Various GFX-related legacy options removed	FAL Frontend LocalConfiguration PHP-API TypoScript FullyScanned ext:core	GraphicalFunctions->dontCompress GraphicalFunctions->IMreduceColors() gifCompress() $GLOBALS['TYPO3_CONF_VARS']['GFX']['gif_compress'] $GLOBALS['TYPO3_CONF_VARS']['GFX']['thumbnails_png']	For 99% of the installations, these options have been activated already, so there is no change necessary when upgrading and also no visual change.	-	local:14.3.x	13.0/Breaking-101941-VariousGFX-relatedLegacyOptionsRemoved.rst
101948	Breaking	13.0	File-based AbstractRepository class removed	FAL PHP-API PartiallyScanned ext:core	AbstractRepository FileRepository ProcessedFileRepository findFileReferenceByUid() getFileReferenceObject() ResourceFactory File ResourceStorage makeInstance()	Only extension authors working with the low-level API of File Abstraction Layer would need to adapt their code to be type-safe.	-	local:14.3.x	13.0/Breaking-101948-FileBasedAbstractRepositoryClassRemoved.rst
101950	Breaking	13.0	Removed legacy setting 'GFX/processor_allowTemporaryMasksAsPng'	LocalConfiguration FullyScanned ext:core	$GLOBALS['TYPO3_CONF_VARS']['GFX']['processor_allowTemporaryMasksAsPng']	The configuration value has been removed without replacement. No migration is necessary.	-	local:14.3.x	13.0/Breaking-101950-RemovedLegacySettingGFXprocessor_allowTemporaryMasksAsPng.rst
101955	Breaking	13.0	Removed public methods related to Image Generation	PHP-API FullyScanned ext:core	GraphicalFunctions GifBuilder GraphicalFunctions->adjust() GraphicalFunctions->applyImageMagickToPHPGif() GraphicalFunctions->applyOffset() GraphicalFunctions->autolevels() GraphicalFunctions->convertColor() GraphicalFunctions->copyImageOntoImage() GraphicalFunctions->crop() GraphicalFunctions->destroy() GraphicalFunctions->getTemporaryImageWithText() GraphicalFunctions->hexColor() GraphicalFunctions->imageCreateFromFile() GraphicalFunctions->ImageTTFBBoxWrapper() GraphicalFunctions->ImageTTFTextWrapper() GraphicalFunctions->ImageWrite() GraphicalFunctions->inputLevels() GraphicalFunctions->makeBox() GraphicalFunctions->makeEffect() GraphicalFunctions->makeEllipse() GraphicalFunctions->makeEmboss() GraphicalFunctions->makeOutline() GraphicalFunctions->makeShadow() GraphicalFunctions->makeText() GraphicalFunctions->maskImageOntoImage() GraphicalFunctions->output() GraphicalFunctions->outputLevels() GraphicalFunctions->scale() GraphicalFunctions->splitString() GraphicalFunctions->unifyColors() +17-more-see-rst	Use static analysis tools such as PHPStan or Psalm to detect if PHP code of custom extensions is affected, and make use of GifBuilder class instead of GraphicalFunctions when needing GDLib functionali…	-	local:14.3.x	13.0/Breaking-101955-RemovedPublicMethodsRelatedToImageGeneration.rst
101970	Feature	13.0	Ajax API accepts native URL and URLSearchParams objects as arguments	JavaScript ext:core		The constructor now accepts a URL object as argument, along with the already established `string` type. Also, the withQueryArguments() method accepts an object of type URLSearchParams as argument.	-	local:14.3.x	13.0/Feature-101970-AJAXAPIAcceptsNativeURLAndURLSearchParamsObjectsAsArguments.rst
102009	Breaking	13.0	imagesizes cache removed	Database PHP-API PartiallyScanned ext:core	getimagesizes() GraphicalFunctions->cacheImageDimensions() GraphicalFunctions->getCachedImageDimensions() GraphicalFunctions->getImageDimensions() Imageinfo GraphicalFunctions	The now unused database tables are automatically removed when using the database compare update is called.	-	local:14.3.x	13.0/Breaking-102009-ImagesizesCacheRemoved.rst
102020	Breaking	13.0	Removed legacy setting 'GFX/gdlib_png'	LocalConfiguration NotScanned ext:core	$gifExtension GifBuilder imageMagickConvert	The configuration value has been removed without replacement. `GFX/processor_colorspace` is automatically migrated to the recommended value for setups using the default configuration.	-	local:14.3.x	13.0/Breaking-102020-RemovedLegacySettingGFXgdlib_png.rst
102023	Breaking	13.0	Remove security.usePasswordPolicyForFrontendUsers	Backend Frontend NotScanned ext:felogin	security.usePasswordPolicyForFrontendUsers $GLOBALS['TYPO3_CONF_VARS']['FE']['passwordPolicy']	To disable the password policy for frontend users, $GLOBALS['TYPO3_CONF_VARS']['FE']['passwordPolicy'] must be set to an empty string.	-	local:14.3.x	13.0/Breaking-102023-RemoveSecurityusePasswordPolicyForFrontendUsers.rst
102032	Deprecation	13.0	AbstractFile::FILETYPE_* constants	Backend FullyScanned ext:core	int FILETYPE_UNKNOWN FILETYPE_TEXT FILETYPE_IMAGE FILETYPE_AUDIO FILETYPE_VIDEO FILETYPE_APPLICATION FILETYPE_* FileType UNKNOWN->value TEXT->value IMAGE->value AUDIO->value VIDEO->value APPLICATION->value	Migrate all usages to use the new enum FileType as follows: * FILETYPE_UNKNOWN -> UNKNOWN->value * FILETYPE_TEXT -> TEXT->value * FILETYPE_IMAGE -> IMAGE->value * FILETYPE_AUDIO -> AUDIO->value * FILE…	-	local:14.3.x	13.0/Deprecation-102032-AbstractFileConstants.rst
102032	Feature	13.0	Native enum FileType	Backend FullyScanned ext:core	FileType AbstractFile FILETYPE_* FILETYPE_UNKNOWN FILETYPE_TEXT FILETYPE_IMAGE FILETYPE_AUDIO FILETYPE_VIDEO FILETYPE_APPLICATION	The new FileType native backed enum is meant to be a drop-in replacement for the former public FILETYPE_* constants: * FILETYPE_UNKNOWN * FILETYPE_TEXT * FILETYPE_IMAGE * FILETYPE_AUDIO * FILETYPE_VID…	-	local:14.3.x	13.0/Feature-102032-FileType.rst
102067	Feature	13.0	PSR-14 BeforeTcaOverridesEvent	Backend PHP-API TCA ext:core	BeforeTcaOverridesEvent $GLOBALS['TCA'] $event->getTca()	The new PSR-14 event can be used to dynamically generate TCA and add it as additional base TCA.	-	local:14.3.x	13.0/Feature-102067-BeforeTcaOverridesEvent.rst
102072	Feature	13.0	Allow redirect filtering by "protected" state	ext:redirects	protected	The administration of redirects has become more user-friendly, because users can now easily filter protected redirects in the Redirects administration module.	-	local:14.3.x	13.0/Feature-102072-AllowRedirectFilteringByProtectedState.rst
102077	Feature	13.0	Allow custom default value in getFormValue() conditions function	YAML ext:form		Form variant conditions can be shortened.	-	local:14.3.x	13.0/Feature-102077-AllowCustomDefaultValueInGetFormValueConditionsFunction.rst
102108	Breaking	13.0	TCA `[types][bitmask_*]` settings	TCA FullyScanned ext:backend	$GLOBALS['TCA']['someTable']['types']['bitmask_excludelist_bits'] $GLOBALS['TCA']['someTable']['types']['bitmask_value_field'] 'type' => 'check' 'type' => 'radio' $GLOBALS['TCA']['someTable']['ctrl']['type']	In case extensions still use these two rather obscure settings, they should switch to casual $GLOBALS['TCA']['someTable']['ctrl']['type'] fields instead, which can be powered by columns based on strin…	-	local:14.3.x	13.0/Breaking-102108-TCATypesbitmask_Settings.rst
102113	Breaking	13.0	Removed legacy setting 'GFX/gdlib'	LocalConfiguration FullyScanned ext:core	GdImage $GLOBALS['TYPO3_CONF_VARS']['GFX']['gdlib'] class))	The configuration value has been removed without replacement. Custom code that relied on $GLOBALS['TYPO3_CONF_VARS']['GFX']['gdlib'] should instead adopt the simpler check class)).	-	local:14.3.x	13.0/Breaking-102113-RemovedLegacySettingGFXgdlib.rst
102130	Important	13.0	Optimizing T3D Import/Export module	Backend NotScanned ext:impexp	DataHandler RefIndex	The Import/Export backend module is based on code that is very hard to maintain, and is tightly coupled with both the DataHandler and RefIndex routines.	-	local:14.3.x	13.0/Important-102130-ImpExpModification.rst
102146	Breaking	13.0	Removed legacy setting 'BE/flexformForceCDATA'	LocalConfiguration PartiallyScanned ext:core	$GLOBALS['TYPO3_CONF_VARS']['BE']['flexformForceCDATA'] useCDATA array2xml()	No direct migration possible.	-	local:14.3.x	13.0/Breaking-102146-RemovedLegacySettingBEflexformForceCDATA.rst
102151	Breaking	13.0	XML prologue always added in flexArray2Xml()	FlexForm PHP-API FullyScanned ext:core	$addPrologue = false FlexFormTools->flexArray2Xml() xml2array()	No data migration needed, PHP consumers should drop the second argument when calling the method.	-	local:14.3.x	13.0/Breaking-102151-XMLPrologueAlwaysAddedInFlexArray2Xml.rst
102165	Breaking	13.0	File Abstraction Layer: Processing APIs and interface changed	FAL PHP-API PartiallyScanned ext:core	TaskInterface __construct() sanitizeConfiguration() AbstractGraphicalTask Task getName() getType() $name $type ProcessedFile AbstractTask	Implementing a custom FAL processing task will require the extension author to adapt to the new interface requirements.	-	local:14.3.x	13.0/Breaking-102165-FileAbstractionLayerProcessingAPIsAndInterfaceChanged.rst
102177	Feature	13.0	WebP support for images generated by GIFBUILDER	FAL TypoScript ext:frontend	$TYPO3_CONF_VARS['GFX']['webp_quality']	If defined via format=webp within a GifBuilder setup, the generated files are now webp instead of png (the default).	-	local:14.3.x	13.0/Feature-102177-WebPSupportForImagesGeneratedByGIFBUILDER.rst
102181	Breaking	13.0	Removed CLI options using `bin/typo3 cleanup:flexforms`	CLI FlexForm NotScanned ext:lowlevel	lowlevel type="flex"	No migration, remove the above mentioned options.	-	local:14.3.x	13.0/Breaking-102181-RemovedCLIOptionsUsingBintypo3Cleanupflexforms.rst
102224	Breaking	13.0	TemplaVoila related FlexForm dataStructure lookups	FlexForm PHP-API TCA PartiallyScanned ext:core	'type' = 'flex' ['config']['ds_pointerField_searchParent'] ['config']['ds_pointerField_searchParent_subField'] ['config']['ds_tableField'] InvalidParentRowException InvalidParentRowLoopException InvalidParentRowRootException InvalidPointerFieldValueException flex ['ds']['default'] ds_pointerField ds_pointerField_searchParent ds_pointerField_searchParent_subField ds_tableField FlexFormTools	There are appropriate events that allow manipulating the data structure lookup logic in class FlexFormTools.	-	local:14.3.x	13.0/Breaking-102224-TemplaVoilaRelatedFlexFormDataStructureLookups.rst
102229	Breaking	13.0	Removed FlexFormTools->traverseFlexFormXMLData()	FlexForm PHP-API FullyScanned ext:core	FlexFormTools $reNumberIndexesOfSectionData $flexArray2Xml_options $callBackObj $cleanFlexFormXML traverseFlexFormXMLData() traverseFlexFormXMLData_recurse() cleanFlexFormXML_callBackFunction() cleanFlexFormXML() flexArray2Xml() migrateFlexFormTcaRecursive()	If at all, method traverseFlexFormXMLData() is probably the one used in extensions. The easiest way is to copy the method and it's recursive worker method to an own class.	-	local:14.3.x	13.0/Breaking-102229-RemovedFlexFormTools-traverseFlexFormXMLData.rst
102260	Breaking	13.0	Removed TCA ['softref'] = 'notify'	TCA NotScanned ext:core	TCA input text config softref notify NotifySoftReferenceParser SoftReferenceParserFactory	Remove key notify from TCA columns softref list.	-	local:14.3.x	13.0/Breaking-102260-RemovedTCASoftrefNotify.rst
102402	Important	13.0	Extended Doctrine DBAL Platform classes	Database PHP-API ext:core	@internal instanceof MySQL80Platform MySQL57Platform MySQLPlatform AbstractMySQLPlatform AbstractPlatform	The Core needs to adapt some internal classes to prepare towards `doctrine/dbal` major version 4.x.	-	local:14.3.x	13.0/Important-102402-ExtendedDoctrineDBALPlatformClasses.rst
102440	Breaking	13.0	EXT:t3editor merged into EXT:backend	Backend JavaScript PHP-API NotScanned ext:t3editor	isLoaded('t3editor')	Extension checks using isLoaded('t3editor') don't have an effect anymore and must get removed. In addition, please see deprecation-102440-1700638677.	-	local:14.3.x	13.0/Breaking-102440-EXTt3editorMergedIntoEXTbackend.rst
102440	Deprecation	13.0	EXT:t3editor merged into EXT:backend	Backend JavaScript TCA NotScanned ext:t3editor		The JavaScript module namespace @typo3/t3editor/ maps to @typo3/backend/code-editor/. Rewrite all TCA render types usages of `t3editor` to `codeEditor`.	-	local:14.3.x	13.0/Deprecation-102440-EXTt3editorMergedIntoEXTBackend.rst
102496	Feature	13.0	Introduce global Doctrine DBAL driver middlewares	Database PHP-API ext:core	Middleware DoctrineSqlLoggingMiddleware	Using custom global middlewares allows to enhance the functionality of Doctrine components for all connections.	-	local:14.3.x	13.0/Feature-102496-IntroduceGlobalDoctrineDBALDriverMiddlewares.rst
102499	Breaking	13.0	User TSconfig setting "overridePageModule" removed	Backend TSConfig NotScanned ext:backend		In order to replace the Page module within a third-party extension such as TemplaVoila, it is possible to create a custom module entry in an extensions' Configuration/Backend/Modules.php with the foll…	-	local:14.3.x	13.0/Breaking-102499-UserTSconfigSettingOverridePageModuleRemoved.rst
102518	Breaking	13.0	Database engine version requirements	Database PHP-API NotScanned ext:core		TYPO3 v12 supports MariaDB 10.4.3 or MySQL 8.0.17 and higher database engines required by v13. This allows upgrading the platform in a first step and upgrading to TYPO3 v13 in a second step.	-	local:14.3.x	13.0/Breaking-102518-DatabaseEngineVersionRequirements.rst
102551	Important	13.0	FlexForm section `_TOGGLE` control removed	FlexForm ext:backend		Historically, FlexForms store their section collapsing state within the flex structure in the database, having the impact that the state is reflected to every backend user.	-	local:14.3.x	13.0/Important-102551-FlexFormSection_TOGGLEControlRemoved.rst
102581	Breaking	13.0	Removed hook for manipulating ContentObjectRenderer	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['postInit'] AfterContentObjectRendererInitializedEvent	The hook is removed without deprecation in order to allow extensions to work with TYPO3 v12 (using the hook) and v13+ (using the new event) when implementing the event as well without any further depr…	-	local:14.3.x	13.0/Breaking-102581-RemovedHookForManipulatingContentObjectRenderer.rst
102581	Deprecation	13.0	Unused Interface for ContentObjectRenderer hook	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['postInit'] ContentObjectPostInitHookInterface	The PHP interface is still available for TYPO3 v13, so extensions can provide a version which is compatible with TYPO3 v12 (using the hook) and TYPO3 v13 (using the new PSR-14 event), at the same time…	-	local:14.3.x	13.0/Deprecation-102581-UnusedInterfaceForContentObjectRendererHook.rst
102581	Feature	13.0	PSR-14 event for modifying ContentObjectRenderer	Frontend PHP-API ext:frontend	AfterContentObjectRendererInitializedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['postInit'] ContentObjectRenderer start() getContentObjectRenderer() #[AsEventListener]	Using the new PSR-14 event, it's now possible to modify the ContentObjectRenderer instance, after it has been initialized.	-	local:14.3.x	13.0/Feature-102581-PSR-14EventForModifyingContentObjectRenderer.rst
102582	Feature	13.0	Allow CLI command cleanup:localprocessedfiles to reset all records	Backend CLI NotScanned ext:lowlevel		It is now possible to use the --all CLI command option for bin/typo3 cleanup:localprocessedfiles that allows to not only clear missing processed files, but also existing ones.	-	local:14.3.x	13.0/Feature-102582-AllowCLICommandCleanupLocalprocessedfilesToResetAllRecords.rst
102583	Breaking	13.0	Removed context aspect typoscript	Frontend PHP-API PartiallyScanned ext:core	Context typoscript TypoScriptAspect forcedTemplateParsing	No direct migration possible. There should be little reason for extensions to work with this EXT:adminpanel related detail.	-	local:14.3.x	13.0/Breaking-102583-RemovedContextAspectTyposcript.rst
102586	Deprecation	13.0	Deprecate simple string connection driver middleware registration	Database PHP-API NotScanned ext:core	class,' Typo3Version	Simple driver middleware registration, for example	-	local:14.3.x	13.0/Deprecation-102586-DeprecateSimpleStringConnectionDriverMiddlewareRegistration.rst
102586	Feature	13.0	Introduce sortable Doctrine DBAL middleware registration	Database PHP-API ext:core	class,' DependencyOrderingService	Using custom driver middlewares allows to enhance the functionality of Doctrine components for all connections or a specific connection and have control over the sorting configuration - and it's now a…	-	local:14.3.x	13.0/Feature-102586-IntroduceSortableDoctrineDBALMiddlewareRegistration.rst
102587	Feature	13.0	Introduce driver middleware interface UsableForConnectionInterface	Database PHP-API ext:core	Middleware UsableForConnectionInterface $connectionName $connectionParams $connectionParams['driver'] canBeUsedForConnection()	Extension author can provide conditional-based Doctrine driver middlewares by implementing the UsableForConnectionInterface along with the canBeUsedForConnection() method.	-	local:14.3.x	13.0/Feature-102587-IntroduceDriverMiddlewareInterfaceUsableForConnectionInterface.rst
102590	Breaking	13.0	TSFE->generatePage_preProcessing() removed	Frontend PHP-API FullyScanned ext:frontend	TypoScriptFrontendController->generatePage_preProcessing() @internal TypoScriptFrontendController->no_cache false true	No migration, do not call the method anymore.	-	local:14.3.x	13.0/Breaking-102590-TSFE-generatePage_preProcessingRemoved.rst
102600	Breaking	13.0	TSFE->applicationData removed	Frontend PHP-API FullyScanned ext:frontend	TypoScriptFrontendController->applicationData TypoScriptFrontendController applicationData $GLOBALS['TSFE']->applicationData EnableIndexingEvent $GLOBALS['TSFE']	There are various solutions to communicate state to avoid applicationData: In some cases, an extension could establish a frontend middleware and attach a request attribute that carries the state.	-	local:14.3.x	13.0/Breaking-102600-TSFE-applicationDataRemoved.rst
102605	Breaking	13.0	TSFE->fe_user removed	Frontend PHP-API FullyScanned ext:frontend	TypoScriptFrontendController->fe_user TypoScriptFrontendController fe_user frontend.user Context $GLOBALS['TSFE']->fe_user UserAspect FrontendUserAuthentication @internal ActionController	There are two possible migrations. First, a limited information list of frontend user details can be retrieved using the Context aspect frontend.user in frontend calls.	-	local:14.3.x	13.0/Breaking-102605-TSFE-fe_userRemoved.rst
102614	Breaking	13.0	Removed Hook for manipulating GetData result	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getData'] AfterGetDataResolvedEvent getData() $secVal	The hook is removed without deprecation in order to allow extensions to work with TYPO3 v12 (using the hook) and v13+ (using the new event) when implementing the event as well without any further depr…	-	local:14.3.x	13.0/Breaking-102614-RemovedHookForManipulatingGetDataResult.rst
102614	Deprecation	13.0	Unused Interface for GetData Hook	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getData'] ContentObjectGetDataHookInterface	The PHP interface is still available for TYPO3 v13, so extensions can provide a version which is compatible with TYPO3 v12 (using the hook) and TYPO3 v13 (using the new PSR-14 event), at the same time…	-	local:14.3.x	13.0/Deprecation-102614-UnusedInterfaceForGetDataHook.rst
102614	Feature	13.0	PSR-14 event for modifying GetData result	Frontend PHP-API ext:frontend	AfterGetDataResolvedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getData'] ContentObjectRenderer->getData() $secVal getData() setResult() getResult() getParameterString() getAlternativeFieldArray() getContentObjectRenderer() ContentObjectRenderer #[AsEventListener]	Using the new PSR-14 event, it's now possible to modify the resolved getData() result.	-	local:14.3.x	13.0/Feature-102614-PSR-14EventForModifyingGetDataResult.rst
102621	Breaking	13.0	Most TSFE members marked internal or read-only	Frontend PHP-API PartiallyScanned ext:frontend	TypoScriptFrontendController @internal ContentObjectRenderer $GLOBALS['TSFE'] id TypoScriptFrontendController->id $request->getAttribute('frontend.page.information')->getId() TypoScriptFrontendController->rootLine $request->getAttribute('frontend.page.information')->getRootLine() TypoScriptFrontendController->page $request->getAttribute('frontend.page.information')->getPageRecord() TypoScriptFrontendController->contentPid $request->getAttribute('frontend.page.information')->getContentFromPid() TypoScriptFrontendController->sys_page class) TypoScriptFrontendController->config['config'] $request->getAttribute('frontend.typoscript')->getConfigArray() TypoScriptFrontendController->config['rootLine'] $request->getAttribute('frontend.page.information')->getLocalRootLine() TypoScriptFrontendController->cObj setRequest($request) start($request->getAttribute('frontend.page.information')->getPageRecord(), 'pages') TypoScriptFrontendController->absRefPrefix TypoScriptFrontendController->no_cache frontend.cache.instruction TypoScriptFrontendController->additionalHeaderData TypoScriptFrontendController->additionalFooterData TypoScriptFrontendController->register TypoScriptFrontendController->registerStack TypoScriptFrontendController->recordRegister +35-more-see-rst	The migration strategy depends on the specific use case. The frontend rendering chain continues to add state that is needed by extensions as PSR-7 request attributes.	-	local:14.3.x	13.0/Breaking-102621-MostTSFEMembersMarkedInternalOrRead-only.rst
102624	Breaking	13.0	PSR-14 Event for modifying image source collection	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getImageSourceCollection'] ModifyImageSourceCollectionEvent	The hook is removed without deprecation in order to allow extensions to work with TYPO3 v12 (using the hook) and v13+ (using the new event) when implementing the event as well without any further depr…	-	local:14.3.x	13.0/Breaking-102624-RemovedHookForManipulatingImageSourceCollection.rst
102624	Deprecation	13.0	Unused Interface for getImageSourceCollection Hook	Frontend PHP-API FullyScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getImageSourceCollection'] ContentObjectOneSourceCollectionHookInterface	The PHP interface is still available for TYPO3 v13, so extensions can provide a version which is compatible with TYPO3 v12 (using the hook) and TYPO3 v13 (using the new PSR-14 event), at the same time…	-	local:14.3.x	13.0/Deprecation-102624-UnusedInterfaceForGetImageSourceCollectionHook.rst
102624	Feature	13.0	PSR-14 event for modifying image source collection	Frontend PHP-API ext:frontend	ModifyImageSourceCollectionEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['tslib/class.tslib_content.php']['getImageSourceCollection'] ContentObjectRenderer->getImageSourceCollection() sourceCollection getImageSourceCollection() setSourceCollection() getSourceCollection() getFullSourceCollection() getSourceConfiguration() getSourceRenderConfiguration() getContentObjectRenderer() ContentObjectRenderer #[AsEventListener] ImageContentObject	Using the new PSR-14 event, it's now possible to manipulate the sourceCollection's, used for an ImageContentObject.	-	local:14.3.x	13.0/Feature-102624-PSR-14EventForModifyingImageSourceCollection.rst
102627	Breaking	13.0	Removed special properties of page arrays in PageRepository	Database PHP-API NotScanned ext:core	_PAGES_OVERLAY_UID _PAGES_OVERLAY _PAGES_OVERLAY_LANGUAGE _PAGES_OVERLAY_REQUESTEDLANGUAGE PageRepository->getPage() PageRepository->getLanguageOverlay() _LOCALIZED_UID isset($page['_LOCALIZED_UID') $page['sys_language_uid'] _REQUESTED_OVERLAY_LANGUAGE	The value of the previous _PAGES_OVERLAY_UID property is now available in _LOCALIZED_UID making it consistent with all database record overlays across the system.	-	local:14.3.x	13.0/Breaking-102627-RemovedSpecialPropertiesOfPageArraysInPageRepository.rst
102628	Feature	13.0	Cache instruction middleware	Frontend PHP-API ext:frontend	frontend.cache.instruction CacheInstruction TyposcriptFrontendController->no_cache noCache typo3/cms-frontend/tsfe	The attribute can be used by middlewares to disable cache mechanics of the frontend rendering. In early middlewares before typo3/cms-frontend/tsfe, the attribute may or may not exist already.	-	local:14.3.x	13.0/Feature-102628-CacheInstructionMiddleware.rst
102631	Deprecation	13.0	Deprecated Controller attribute for auto configuring backend controllers	Backend PHP-API FullyScanned ext:backend	Controller AsController	Replace usages with the new attribute AsController in custom extension code.	-	local:14.3.x	13.0/Deprecation-102631-DeprecatedControllerAttributeForAutoConfiguringBackendControllers.rst
102631	Feature	13.0	Introduce AsController attribute to autoconfigure backend controllers	Backend PHP-API ext:backend	AsController Controller	It's now possible to automatically tag a backend controller by adding the new PHP attribute AsController.	-	local:14.3.x	13.0/Feature-102631-IntroduceAsControllerAttributeToAutoconfigureBackendControllers.rst
102632	Breaking	13.0	Use strict types in Extbase	Backend Frontend NotScanned ext:extbase	$view ActionController Annotation IgnoreValidation Cascade Validate AbstractDomainObject DomainObjectInterface AbstractFileFolder Category FileReference File LazyObjectStorage PersistenceManager QuerySettingsInterface Typo3QuerySettings ObjectStorage PersistenceManagerInterface	Ensure classes that extend the changed classes use strict types for overwritten properties, function arguments and return types.	-	local:14.3.x	13.0/Breaking-102632-UseStrictTypesInExtbase.rst
